entity_name,names_merged,n_vendor_ids,hv_txn,hv_exposure,n_flagged,flagged_exposure,n_tier1,usd_tier1,n_tier2,top_tier,max_risk_score,first_year,last_year,n_agencies,agencies,top_markers,verify_verdict,overtaker_interest,public_context,entity_key
GARTNER INC,1,2,41,5809913,25,3480851,0,,1,2,6.0,2016,2025,7,DEPT OF WATER RESOURCES|DEPT OF TRANSPORTATION|SECRETARY OF STATE (DEPT OF STATE)|DEPT OF REVENUE|DEPT OF EDUCATION|DEPT OF ENVIRONMENTAL QUALITY|DEPT OF ECONOMIC SECURITY,whole_dollar|offcontract|round_100k,,,,GARTNER INC
R & R PARTNERS INC,1,2,11,2306885,9,2005563,0,,8,2,6.0,2016,2023,3,AHCCCS|DEPT OF HEALTH SERVICES|CITIZENS CLEAN ELECTION COMMISSION,vendor_dependency|sole_source|whole_dollar,,,,R & R PARTNERS INC
TSG CONSTRUCTORS LLC,1,1,24,9961002,3,2505315,0,,3,2,6.0,2023,2025,1,DEPT OF TRANSPORTATION,peer_outlier,,,,TSG CONSTRUCTORS LLC
"CHILD TRENDS, INC.",2,1,5,677313,5,677313,0,,2,2,6.0,2016,2020,1,EARLY CHILDHOOD DEVELOP AND HEALTH BOARD,whole_dollar|round_100k,,,,"CHILD TRENDS, INC."
"EASTERN RESEARCH GROUP, INC.",1,0,1,100000,1,100000,0,,1,2,6.0,2019,2019,1,DEPT OF ENVIRONMENTAL QUALITY,round_100k,,,,"EASTERN RESEARCH GROUP, INC."
OSBORN MALEDON PA,1,2,3,348227,1,103907,0,,1,2,6.0,2017,2024,3,DEPT OF TRANSPORTATION|INDEPENDENT REDISTRICTING COMMISSION|DEPT OF ADMINISTRATION,vendor_dependency|sole_source,,,,OSBORN MALEDON PA
TECAN US INC,1,1,1,247235,1,247235,0,,1,2,6.0,2021,2021,1,DEPT OF HEALTH SERVICES,new_vendor_large|offcontract,,,,TECAN US INC
MODAXO TRAFFIC MANAGEMENT USA INC,1,1,12,4564078,12,4564078,0,,12,2,6.0,2025,2025,1,SUPREME COURT,short_tenure_vendor|new_vendor_large,,,,MODAXO TRAFFIC MANAGEMENT USA INC
QUICKSILVER AIR INC,1,0,1,100000,1,100000,0,,1,2,6.0,2019,2019,1,GAME AND FISH DEPARTMENT,round_100k,,,,QUICKSILVER AIR INC
INFO-TECH RESEARCH GROUP INC,2,2,3,396954,2,275000,0,,1,2,6.0,2017,2023,3,DEPT OF HEALTH SERVICES|DEPT OF CHILD SAFETY|DEPT OF ADMINISTRATION,whole_dollar|round_100k,,,,INFO-TECH RESEARCH GROUP INC
TECHNICAL COMMUNITIES INC,1,1,1,177380,1,177380,0,,1,2,6.0,2023,2023,1,DEPT OF CORRECTIONS,new_vendor_large|offcontract,,,,TECHNICAL COMMUNITIES INC
COUNTY OF YUMA,1,3,7,10340529,1,800000,0,,1,2,6.0,2020,2025,2,DEPT OF EDUCATION|GOVERNOR'S OFFICE,round_100k,,,,COUNTY OF YUMA
"ARIZONA DENTAL INSURANCE SERVICE\, INC.",1,1,64,39387884,1,511908,0,,0,3,5.6,2018,2018,1,DEPT OF ADMINISTRATION,manual_rail_disc,,,,"ARIZONA DENTAL INSURANCE SERVICE\, INC."
LANETERRALEVER LLC,1,2,27,10911013,8,1608794,0,,0,3,5.6,2016,2025,4,DEPT OF TRANSPORTATION|DEPT OF CHILD SAFETY|LOTTERY COMMISSION|DEPT OF ECONOMIC SECURITY,whole_dollar|offcontract|round_100k,,,,LANETERRALEVER LLC
BEALE MICHEAELS SLACK & SHUGHART PC,1,1,2,7750000,2,7750000,0,,1,2,5.6,2017,2020,1,DEPT OF ADMINISTRATION,round_100k|new_vendor_large,,,,BEALE MICHEAELS SLACK & SHUGHART PC
SOUTHERN CALIFORNIA SOUND IMAGE INC,1,1,14,2508461,7,1538558,0,,0,3,5.6,2019,2025,1,EXPOSITION AND STATE FAIR BOARD,round_100k|whole_dollar,,,,SOUTHERN CALIFORNIA SOUND IMAGE INC
PETSMART CHARITIES INC,1,1,3,988055,2,882165,0,,0,3,5.6,2019,2021,1,COMPANION ANIMAL SPAY/NEUTER COMMITTEE,whole_dollar|sole_source|vendor_dependency,,,,PETSMART CHARITIES INC
WILLMENG CONSTRUCTION INC,1,1,14,8530488,11,7641017,0,,3,2,5.6,2024,2025,2,LEGISLATIVE COUNCIL|DEPT OF EMERGENCY AND MILITARY AFFAIRS,sole_source|vendor_dependency,,,,WILLMENG CONSTRUCTION INC
ASPEY WATKINS & DIESEL PLLC,1,1,2,600000,1,500000,0,,0,3,5.6,2020,2024,1,DEPT OF ADMINISTRATION,round_100k,,,,ASPEY WATKINS & DIESEL PLLC
CATALIS COURTS & LAND RECORDS LLC,1,1,2,600000,2,600000,0,,0,3,5.6,2024,2025,1,SUPREME COURT,round_100k,,,,CATALIS COURTS & LAND RECORDS LLC
RICHARD T TREON IN TRUST FOR SHUJA SAYED AHMAD,1,0,1,1500000,1,1500000,0,,1,2,5.6,2019,2019,1,DEPT OF ADMINISTRATION,round_100k,,,,RICHARD T TREON IN TRUST FOR SHUJA SAYED AHMAD
BANK OF NEW YORK MELLON TRUST COMPANY NA,4,4,171,1062218020,12,4380732,0,,0,3,5.6,2016,2025,6,SCHOOL FACILITIES BOARD|GAME AND FISH DEPARTMENT|BOARD OF REGENTS|ARIZONA STATE RETIREMENT SYSTEM (ASRS)|DEPT OF TRANSPORTATION|DEPT OF ADMINISTRATION,offcontract|new_vendor_large,,,,BANK OF NEW YORK MELLON TRUST COMPANY NA
"PURPLEHAYES TOURING, INC.",1,1,1,300000,1,300000,0,,0,3,5.6,2024,2024,1,EXPOSITION AND STATE FAIR BOARD,round_100k,,,,"PURPLEHAYES TOURING, INC."
BUCHALTER APC,1,0,1,200000,1,200000,0,,0,3,5.6,2020,2020,1,DEPT OF ADMINISTRATION,round_100k,,,,BUCHALTER APC
ASHLEY D ADAMS PLC,1,0,1,200000,1,200000,0,,0,3,5.6,2020,2020,1,DEPT OF ADMINISTRATION,round_100k,,,,ASHLEY D ADAMS PLC
SANDATA TECHNOLOGIES LLC,1,1,76,14059424,15,2842239,0,,0,3,5.6,2020,2025,1,AHCCCS,offcontract|true_duplicate|whole_dollar,,,,SANDATA TECHNOLOGIES LLC
GOODMANS INC,1,2,21,6009965,3,2560610,0,,2,2,5.6,2016,2025,6,DEPT OF HEALTH SERVICES|DEPT OF TRANSPORTATION|DEPT OF REVENUE|ATTORNEY GENERAL (DEPT OF LAW)|DEPT OF ECONOMIC SECURITY|DEPT OF PUBLIC SAFETY,peer_outlier|offcontract,,,,GOODMANS INC
SHARLOT HALL HISTORICAL SOCIETY OF ARIZONA,1,1,2,369153,2,369153,0,,0,3,5.6,2024,2025,1,PRESCOTT HISTORICAL SOCIETY,sole_source,,,,SHARLOT HALL HISTORICAL SOCIETY OF ARIZONA
TRANSACTION RECORD ANALYSIS CENTER INC,1,0,5,1941733,1,500000,0,,0,3,5.6,2020,2020,1,ATTORNEY GENERAL (DEPT OF LAW),round_100k,,,,TRANSACTION RECORD ANALYSIS CENTER INC
AETNA LIFE INSURANCE COMPANY,2,2,441,336135621,3,3539854,0,,2,2,5.6,2016,2021,1,DEPT OF ADMINISTRATION,whole_dollar|manual_rail_disc,,,,AETNA LIFE INSURANCE COMPANY
GREATER NOGALES & SANTA CRUZ COUNTY PORT AUTHORITY INC,1,0,1,700000,1,700000,0,,0,3,5.6,2020,2020,1,DEPT OF ADMINISTRATION,round_100k,,,,GREATER NOGALES & SANTA CRUZ COUNTY PORT AUTHORITY INC
ALPHA ONE HANGER LLC,1,1,2,499418,2,499418,0,,0,3,5.6,2019,2023,1,DEPT OF PUBLIC SAFETY,round_100k|offcontract,,,,ALPHA ONE HANGER LLC
GARRISON LAW FIRM IN TRUST FOR LAUREN SIMMONS,1,0,1,400000,1,400000,0,,0,3,5.6,2019,2019,1,DEPT OF ADMINISTRATION,round_100k,,,,GARRISON LAW FIRM IN TRUST FOR LAUREN SIMMONS
"BEAST MODE TOURING, INC",1,1,2,400000,2,400000,0,,0,3,5.6,2020,2024,1,EXPOSITION AND STATE FAIR BOARD,round_100k,,,,"BEAST MODE TOURING, INC"
NATIONAL CONF COMMISSIONERS UNIFORM STATTE LAWS,1,0,1,100000,1,100000,0,,0,3,5.6,2019,2019,1,SECRETARY OF STATE (DEPT OF STATE),round_100k,,,,NATIONAL CONF COMMISSIONERS UNIFORM STATTE LAWS
PERKINELMER HEALTH SCIENCES INC,1,2,88,14558400,8,1229817,0,,0,3,5.6,2016,2023,1,DEPT OF HEALTH SERVICES,whole_dollar|true_duplicate|offcontract,,,,PERKINELMER HEALTH SCIENCES INC
CLIENT NETWORK SERVICES LLC,1,1,83,18846381,11,2089404,0,,0,3,5.6,2019,2024,1,AHCCCS,true_duplicate|offcontract,,,,CLIENT NETWORK SERVICES LLC
STATE TREASURER,1,2,1340,816052776,20,29032733,0,,1,2,5.6,2016,2025,2,STATE TREASURER|DEPT OF ECONOMIC SECURITY,whole_dollar|round_100k,false_positive_marker,1,,STATE TREASURER
RUMMEL CONSTRUCTION INC,1,2,71,20295542,23,6419273,0,,1,2,5.6,2016,2025,5,PARKS BOARD|DEPT OF EMERGENCY AND MILITARY AFFAIRS|DEPT OF ADMINISTRATION|DEPT OF ENVIRONMENTAL QUALITY|DEPT OF TRANSPORTATION,offcontract|whole_dollar|true_duplicate|round_100k|peer_outlier,,,,RUMMEL CONSTRUCTION INC
SAGUARO LAKE MARINA,1,0,1,200000,1,200000,0,,0,3,5.6,2019,2019,1,GAME AND FISH DEPARTMENT,round_100k,,,,SAGUARO LAKE MARINA
CITY OF PHOENIX HUMAN SERVICES DEPARTMENT,1,1,4,479259,2,225700,0,,0,3,5.6,2016,2018,2,DEPT OF HEALTH SERVICES|DEPT OF PUBLIC SAFETY,round_100k|whole_dollar,,,,CITY OF PHOENIX HUMAN SERVICES DEPARTMENT
ACENTRA HEALTH LLC,1,1,22,3748860,8,1479982,0,,0,3,5.6,2025,2025,1,AHCCCS,offcontract|true_duplicate,,,,ACENTRA HEALTH LLC
DEPARTMENT OF ECONOMIC SECURITY,1,1,1,100000,1,100000,0,,0,3,5.6,2024,2024,1,DEPT OF ECONOMIC SECURITY,round_100k,,,,DEPARTMENT OF ECONOMIC SECURITY
TALX CORP,2,2,115,25053608,20,4979373,0,,0,3,5.6,2016,2023,2,AHCCCS|DEPT OF ECONOMIC SECURITY,offcontract|true_duplicate|whole_dollar,,,,TALX CORP
UNITED HEALTHCARE,3,3,1018,3631093743,362,1807293454,0,,1,2,5.6,2016,2025,2,ARIZONA STATE RETIREMENT SYSTEM (ASRS)|DEPT OF ADMINISTRATION,manual_rail_disc,explained_benign,2,"UnitedHealthcare Services Inc is the core subsidiary of UnitedHealth Group, the largest U.S. health insurer; it administers medical/managed-care benefits, including for public-employee groups such as Arizona's state-employee health plan.",UNITED HEALTHCARE
AT&T ENTERPRISES LLC,1,1,14,2972066,5,1481214,0,,0,3,5.6,2025,2025,2,DEPT OF ADMINISTRATION|DEPT OF PUBLIC SAFETY,offcontract|round_100k|whole_dollar,,,,AT&T ENTERPRISES LLC
CREATIVE BUS SALES INC,2,2,45,6987067,13,2395533,0,,0,3,5.6,2016,2024,2,DEPT OF TRANSPORTATION|DEPT OF CORRECTIONS,whole_dollar|true_duplicate|offcontract,,,,CREATIVE BUS SALES INC
REVVITY HEALTH SCIENCES INC,1,1,51,8330699,5,742442,0,,0,3,5.6,2024,2025,1,DEPT OF HEALTH SERVICES,true_duplicate,,,,REVVITY HEALTH SCIENCES INC
PERISCOPE HOLDINGS INC,1,1,14,2794766,8,1442375,0,,0,3,5.6,2016,2019,1,DEPT OF ADMINISTRATION,round_100k|whole_dollar,,,,PERISCOPE HOLDINGS INC
AM SIGNAL INC,2,3,41,7139674,4,1142617,0,,0,3,5.6,2016,2025,1,DEPT OF TRANSPORTATION,true_duplicate|offcontract|whole_dollar,,,,AM SIGNAL INC
TREON & AGUIRRE PLLC,1,1,2,849999,2,849999,0,,0,3,5.6,2018,2019,1,DEPT OF ADMINISTRATION,new_vendor_large|round_100k,,,,TREON & AGUIRRE PLLC
KENT LAW PLC,1,1,2,350000,1,100000,0,,0,3,5.6,2020,2023,1,DEPT OF ADMINISTRATION,round_100k,,,,KENT LAW PLC
BANK OF AMERICA - AZ,2,3,2118,2385357720,2092,2344831754,0,,5,2,5.6,2016,2025,5,OFFICE OF TOURISM|STATE TREASURER|LOTTERY COMMISSION|DEPT OF ECONOMIC SECURITY|SCHOOL FACILITIES BOARD,offcontract|no_contract_named,explained_benign,2,,BANK OF AMERICA - AZ
"DACK JANIELS TOURING, INC",1,0,1,100000,1,100000,0,,0,3,5.6,2020,2020,1,EXPOSITION AND STATE FAIR BOARD,round_100k,,,,"DACK JANIELS TOURING, INC"
MAGNETRY LLC,1,1,10,1121715,1,100000,0,,0,3,5.6,2020,2025,3,DEPT OF FORESTRY AND FIRE MANAGEMENT|EARLY CHILDHOOD DEVELOP AND HEALTH BOARD|OFFICE OF TOURISM,round_100k,,,,MAGNETRY LLC
"TOUR!TOUR!TOUR!\, INC.",1,1,1,100000,1,100000,0,,0,3,5.6,2018,2018,1,EXPOSITION AND STATE FAIR BOARD,round_100k,,,,"TOUR!TOUR!TOUR!\, INC."
TYLER TECHNOLOGIES INC,1,1,20,9775333,10,3815373,0,,1,2,5.6,2023,2025,1,SUPREME COURT,whole_dollar|peer_outlier,,,,TYLER TECHNOLOGIES INC
MICK LEVIN PLC,1,1,5,2800000,2,1600000,0,,1,2,5.6,2016,2025,1,DEPT OF ADMINISTRATION,round_100k,,,,MICK LEVIN PLC
GILLETTE BLACKHURST & ALDOUS PLC IN TRUST FOR PLAINTIFFS,2,1,2,1150000,2,1150000,0,,0,3,5.6,2020,2022,1,DEPT OF ADMINISTRATION,new_vendor_large|round_100k,,,,GILLETTE BLACKHURST & ALDOUS PLC IN TRUST FOR PLAINTIFFS
U S BANK NATIONAL ASSOCIATION,1,1,562,2917655906,18,33656793,0,,1,2,5.6,2016,2022,6,ARIZONA FINANCE AUTHORITY|DEPT OF TRANSPORTATION|STATEWIDE SYSTEMS PROCESSING|WATER INFRASTRUCTURE FINANCE AUTHORITY|DEPT OF PUBLIC SAFETY|BOARD OF REGENTS,vendor_dependency|offcontract,,,,U S BANK NATIONAL ASSOCIATION
"DAY OFF TOURING, INC.",1,1,1,300000,1,300000,0,,0,3,5.6,2025,2025,1,EXPOSITION AND STATE FAIR BOARD,round_100k,,,,"DAY OFF TOURING, INC."
DIONA (US) INC.,2,2,6,1232510,6,1232510,0,,0,3,5.6,2017,2021,1,DEPT OF CHILD SAFETY,whole_dollar|round_100k,,,,DIONA (US) INC.
ORGANIZED AFFAIR LLC,1,3,4,602375,2,316647,0,,0,3,5.6,2018,2025,2,DEPT OF TRANSPORTATION|INDUSTRIAL COMMISSION,offcontract,,,,ORGANIZED AFFAIR LLC
CACTUS TRANSPORT INC,1,2,516,170796832,143,65090837,0,,5,2,5.6,2016,2025,1,DEPT OF TRANSPORTATION,whole_dollar|offcontract|no_contract_named|peer_outlier,,,,CACTUS TRANSPORT INC
MR FISH TRANSPORT,1,1,2,203964,1,100000,0,,0,3,5.6,2022,2024,1,GAME AND FISH DEPARTMENT,round_100k,,,,MR FISH TRANSPORT
"NDR, LLC",1,0,1,200000,1,200000,0,,0,3,5.6,2019,2019,1,EXPOSITION AND STATE FAIR BOARD,round_100k,,,,"NDR, LLC"
CARLA HRANEK ON BEHALF OF ALL STATUTORY,1,0,1,100000,1,100000,0,,0,3,5.6,2019,2019,1,DEPT OF ADMINISTRATION,round_100k,,,,CARLA HRANEK ON BEHALF OF ALL STATUTORY
LISA SCHAUWECKER AND HER ATTORNEY,1,0,1,100000,1,100000,0,,0,3,5.6,2020,2020,1,DEPT OF ADMINISTRATION,round_100k,,,,LISA SCHAUWECKER AND HER ATTORNEY
CAROLINA BOY INC,1,0,1,100000,1,100000,0,,0,3,5.6,2020,2020,1,EXPOSITION AND STATE FAIR BOARD,round_100k,,,,CAROLINA BOY INC
METLIFE ASSIGNMENT COMPANY INC,1,1,8,4187626,2,820000,0,,0,3,5.6,2018,2025,1,DEPT OF ADMINISTRATION,round_100k|new_vendor_large,,,,METLIFE ASSIGNMENT COMPANY INC
UNITED CONCERTS INTERNATIONAL,1,1,1,100000,1,100000,0,,0,3,5.6,2025,2025,1,EXPOSITION AND STATE FAIR BOARD,round_100k,,,,UNITED CONCERTS INTERNATIONAL
CA INC,1,1,18,6913452,1,1543749,0,,1,2,5.6,2016,2019,3,DEPT OF ECONOMIC SECURITY|DEPT OF ADMINISTRATION|DEPT OF CHILD SAFETY,peer_outlier,,,,CA INC
TIBCO SOFTWARE INC,2,2,16,6436254,1,2773049,0,,1,2,5.6,2016,2023,2,AHCCCS|DEPT OF ECONOMIC SECURITY,peer_outlier,,,,TIBCO SOFTWARE INC
SOUTHWEST SITEWORKS,1,1,5,994838,4,834838,0,,0,3,5.6,2023,2025,1,DEPT OF TRANSPORTATION,true_duplicate|whole_dollar,,,,SOUTHWEST SITEWORKS
"GARY ALLEN TOURS\, INC",1,1,1,100000,1,100000,0,,0,3,5.6,2018,2018,1,EXPOSITION AND STATE FAIR BOARD,round_100k,,,,"GARY ALLEN TOURS\, INC"
HP INC,2,2,63,12582999,11,2200281,0,,0,3,5.6,2016,2022,10,DEPT OF ENVIRONMENTAL QUALITY|DEPT OF CHILD SAFETY|DEPT OF TRANSPORTATION|DEPT OF CORRECTIONS|DEPT OF ECONOMIC SECURITY|SUPREME COURT|DEPT OF PUBLIC SAFETY|DEPT OF HEALTH SERVICES|ARIZONA STATE RETIREMENT SYSTEM (ASRS)|DEPT OF REVENUE,true_duplicate|offcontract,,,,HP INC
FOXWORTH CAPITAL LLC,1,0,3,4957590,2,3683399,0,,2,2,5.6,2020,2020,1,DEPT OF HEALTH SERVICES,whole_dollar|peer_outlier,,,,FOXWORTH CAPITAL LLC
SERVICE POINT OF ARIZONA LLC,1,1,61,11341055,16,2882817,0,,0,3,5.6,2021,2025,1,DEPT OF ADMINISTRATION,true_duplicate|offcontract,,,,SERVICE POINT OF ARIZONA LLC
BLACK DIAMOND AGENCY LTD,1,1,1,150000,1,150000,0,,0,3,5.6,2024,2024,1,OFFICE OF TOURISM,offcontract,,,,BLACK DIAMOND AGENCY LTD
MORPHO USA INC,1,1,81,13397402,13,3106221,0,,0,3,5.6,2019,2025,2,DEPT OF PUBLIC SAFETY|DEPT OF TRANSPORTATION,whole_dollar|true_duplicate|offcontract,,,,MORPHO USA INC
ZAPATA LAW PLLC TRUST ACCOUNT,1,0,1,100000,1,100000,0,,0,3,5.6,2019,2019,1,DEPT OF ADMINISTRATION,round_100k,,,,ZAPATA LAW PLLC TRUST ACCOUNT
BLOOMBOARD INC,1,0,1,100000,1,100000,0,,0,3,5.6,2020,2020,1,DEPT OF EDUCATION,round_100k,,,,BLOOMBOARD INC
WELLS FARGO BANK NA,4,4,108,175298417,31,11010523,0,,2,2,5.6,2016,2025,3,DEPT OF TRANSPORTATION|BOARD OF REGENTS|GAME AND FISH DEPARTMENT,offcontract|no_contract_named,,,,WELLS FARGO BANK NA
GRANICUS LLC,3,2,12,3194680,8,1764318,0,,0,3,5.6,2016,2025,1,SUPREME COURT,whole_dollar|round_100k,,,,GRANICUS LLC
INFORMATION MANAGEMENT SERVICES,1,1,11,2538592,7,1432000,0,,0,3,5.6,2017,2019,1,DEPT OF REVENUE,round_100k|whole_dollar,,,,INFORMATION MANAGEMENT SERVICES
LAKESHORE LEARNING MATERIALS,1,1,3,26576209,2,26052350,0,,2,2,5.6,2023,2023,1,EARLY CHILDHOOD DEVELOP AND HEALTH BOARD,peer_outlier,,,,LAKESHORE LEARNING MATERIALS
NOVITEX ENTERPRISE SOLUTIONS INC,1,1,17,2323787,3,646000,0,,0,3,5.6,2017,2019,2,DEPT OF REVENUE|DEPT OF ECONOMIC SECURITY,whole_dollar|round_100k,,,,NOVITEX ENTERPRISE SOLUTIONS INC
AZ COLISEUM AND EXPOSITION CENTER-REVOLVING FUND,1,1,1,300000,1,300000,0,,0,3,5.6,2023,2023,1,EXPOSITION AND STATE FAIR BOARD,round_100k,,,,AZ COLISEUM AND EXPOSITION CENTER-REVOLVING FUND
PULICE-GRANITE RED MTN JV,1,1,19,34129875,8,13051731,0,,1,2,5.2,2016,2017,1,DEPT OF TRANSPORTATION,offcontract|whole_dollar|no_contract_named|peer_outlier,,,,PULICE-GRANITE RED MTN JV
JIM BROWN AND SONS ROOFING INC,1,1,35,6457778,4,745336,0,,0,3,5.2,2019,2025,6,INDUSTRIAL COMMISSION|DEPT OF ECONOMIC SECURITY|DEPT OF EMERGENCY AND MILITARY AFFAIRS|DEPT OF TRANSPORTATION|DEPT OF ADMINISTRATION|DEPT OF CORRECTIONS,whole_dollar|round_100k|offcontract,,,,JIM BROWN AND SONS ROOFING INC
"PHRSC, LLC",1,0,1,100000,1,100000,0,,0,3,5.2,2019,2019,1,DEPT OF CHILD SAFETY,round_100k,,,,"PHRSC, LLC"
CARUSO CONSTRUCTION INC,2,1,6,1246375,4,507905,0,,0,3,5.2,2017,2020,1,GAME AND FISH DEPARTMENT,whole_dollar|round_100k|new_vendor_large,,,,CARUSO CONSTRUCTION INC
ATLAS FIRE CO LLC,1,1,6,1181093,2,389200,0,,0,3,5.2,2021,2023,2,DEPT OF ADMINISTRATION|DEPT OF CORRECTIONS,whole_dollar|round_100k,,,,ATLAS FIRE CO LLC
MIDWAY TRAILERS INC,1,1,4,911524,4,911524,0,,0,3,5.2,2023,2023,1,DEPT OF PUBLIC SAFETY,true_duplicate,,,,MIDWAY TRAILERS INC
GORDON REES SCULLY MANSUKHANI LLP,1,1,1,343837,1,343837,0,,0,3,5.2,2022,2022,1,DEPT OF TRANSPORTATION,offcontract,,,,GORDON REES SCULLY MANSUKHANI LLP
ISTAR INC,1,0,2,2504101,1,2300000,0,,1,2,5.2,2020,2020,1,DEPT OF TRANSPORTATION,round_100k,,,,ISTAR INC
STRATTON RESTORATION LLC,1,1,16,4737830,6,2757856,0,,1,2,5.2,2017,2020,2,DEPT OF TRANSPORTATION|GAME AND FISH DEPARTMENT,offcontract|peer_outlier|whole_dollar,,,,STRATTON RESTORATION LLC
SUN EAGLE CORP,2,2,103,48202233,24,21227860,0,,3,2,5.2,2016,2025,2,DEPT OF ADMINISTRATION|DEPT OF CORRECTIONS,new_vendor_large|offcontract|peer_outlier,,,,SUN EAGLE CORP
"KINNEY CONSTRUCTION SERVICES\, INC.",1,1,3,348641,3,348641,0,,0,3,5.2,2018,2018,1,DEPT OF EMERGENCY AND MILITARY AFFAIRS,true_duplicate,,,,"KINNEY CONSTRUCTION SERVICES\, INC."
COLTON CONSTRUCTORS INC,1,1,13,4022577,3,781163,0,,0,3,5.2,2024,2025,1,DEPT OF ADMINISTRATION,true_duplicate|new_vendor_large,,,,COLTON CONSTRUCTORS INC
MIDWESTERN SOFTWARE SOLUTIONS LLC,1,1,7,966581,1,100000,0,,0,3,4.8,2024,2025,1,DEPT OF TRANSPORTATION,round_100k,,,,MIDWESTERN SOFTWARE SOLUTIONS LLC
AIRWAVE COMMUNICATION ENTERPRISES INC,1,1,13,3086581,2,1036688,0,,0,3,4.8,2022,2025,1,DEPT OF PUBLIC SAFETY,peer_outlier|whole_dollar,,,,AIRWAVE COMMUNICATION ENTERPRISES INC
HANGAR ONE AVIONICS INC,1,2,21,8270426,7,6093338,0,,2,2,4.8,2018,2025,1,DEPT OF PUBLIC SAFETY,peer_outlier|whole_dollar|offcontract,,,,HANGAR ONE AVIONICS INC
INTERIOR SOLUTIONS OF ARIZONA LLC,1,2,7,2159939,1,1109094,0,,1,2,4.8,2017,2023,4,DEPT OF CHILD SAFETY|SECRETARY OF STATE (DEPT OF STATE)|DEPT OF ECONOMIC SECURITY|DEPT OF PUBLIC SAFETY,peer_outlier,,,,INTERIOR SOLUTIONS OF ARIZONA LLC
MODEL 1 COMMERCIAL VEHICLES INC,1,1,10,2515899,3,1538242,0,,0,3,4.8,2024,2025,3,DEPT OF ECONOMIC SECURITY|DEPT OF CORRECTIONS|DEPT OF TRANSPORTATION,peer_outlier|whole_dollar,,,,MODEL 1 COMMERCIAL VEHICLES INC
NOKIA OF AMERICA CORPORATION,1,1,5,1501398,2,897132,0,,0,3,4.8,2022,2025,1,DEPT OF PUBLIC SAFETY,peer_outlier|whole_dollar,,,,NOKIA OF AMERICA CORPORATION
TRANSACT COMMERCIAL FURNISHINGS INC,1,1,13,4023797,1,1018060,0,,1,2,4.8,2019,2023,2,DEPT OF ECONOMIC SECURITY|DEPT OF VETERANS SERVICES,peer_outlier,,,,TRANSACT COMMERCIAL FURNISHINGS INC
LIFE TECHNOLOGIES CORP,2,2,15,2606219,4,984247,0,,0,3,4.8,2016,2025,1,DEPT OF PUBLIC SAFETY,whole_dollar|peer_outlier,,,,LIFE TECHNOLOGIES CORP
ORACLE AMERICA INC,1,2,25,6937807,3,1127790,0,,0,3,4.8,2016,2022,4,DEPT OF HEALTH SERVICES|DEPT OF REVENUE|ARIZONA STATE RETIREMENT SYSTEM (ASRS)|AHCCCS,peer_outlier|offcontract|whole_dollar,,,,ORACLE AMERICA INC
KERR INDUSTRIES OF TEXAS,1,1,9,2103546,5,1365452,0,,0,3,4.8,2022,2025,1,DEPT OF PUBLIC SAFETY,new_vendor_large|whole_dollar|peer_outlier,,,,KERR INDUSTRIES OF TEXAS
TRANSOURCE SERVICES CORP,1,2,22,6200208,3,1729988,0,,1,2,4.8,2016,2023,6,ATTORNEY GENERAL (DEPT OF LAW)|DEPT OF TRANSPORTATION|AHCCCS|DEPT OF PUBLIC SAFETY|DEPT OF HEALTH SERVICES|DEPT OF REVENUE,offcontract|peer_outlier,,,,TRANSOURCE SERVICES CORP
VERMEER SALES SOUTHWEST INC,1,1,5,1272421,5,1272421,0,,0,3,4.8,2023,2025,2,DEPT OF TRANSPORTATION|DEPT OF FORESTRY AND FIRE MANAGEMENT,true_duplicate|peer_outlier,,,,VERMEER SALES SOUTHWEST INC
GL SUITE INC,1,1,1,100000,1,100000,0,,0,3,4.8,2016,2016,1,BOARD OF TECHNICAL REGISTRATION,round_100k,,,,GL SUITE INC
DON SANDERSON FORD INC,1,2,9,1533929,6,1197837,0,,0,3,4.8,2018,2025,4,DEPT OF ENVIRONMENTAL QUALITY|DEPT OF TRANSPORTATION|DEPT OF CORRECTIONS|DEPT OF ADMINISTRATION,whole_dollar|peer_outlier|offcontract,,,,DON SANDERSON FORD INC
JC CULLEN INC,1,1,7,1144414,2,307879,0,,0,3,4.8,2023,2024,1,DEPT OF PUBLIC SAFETY,true_duplicate,,,,JC CULLEN INC
ELONTEC LLC,1,2,61,10284061,6,1630398,0,,0,3,4.8,2016,2025,10,BARBERING AND COSMETOLOGY BOARD|DEPT OF ECONOMIC SECURITY|DEPT OF HEALTH SERVICES|DEPT OF TRANSPORTATION|SECRETARY OF STATE (DEPT OF STATE)|DEPT OF GAMING|DEPT OF ADMINISTRATION|DEPT OF JUVENILE CORRECTIONS|ATTORNEY GENERAL (DEPT OF LAW)|DEPT OF CHILD SAFETY,offcontract|peer_outlier,,,,ELONTEC LLC
KEY GOVERNMENT FINANCE INC,1,2,11,4545817,6,3121791,0,,0,3,4.8,2017,2023,2,DEPT OF ADMINISTRATION|DEPT OF TRANSPORTATION,offcontract|peer_outlier,,,,KEY GOVERNMENT FINANCE INC
KUSTOM SIGNALS INC,1,1,5,847200,2,385697,0,,0,3,4.8,2022,2025,1,DEPT OF PUBLIC SAFETY,true_duplicate,,,,KUSTOM SIGNALS INC
